timestamp,asset_id,lat,lon,outage_prob,damage_index,crew_eta_min,criticality,customer_impact
2025-09-06T07:01:07+00:00,Substation_A,50.4468439069342,30.524578231080692,23.610260945437513,22.880171572657257,50.590380930201434,90,19745
2025-09-06T07:01:12+00:00,Substation_A,50.44881602769182,30.524479290494234,27.41390848922189,28.196990012216816,46.72174078710239,90,21901
2025-09-06T07:01:17+00:00,Substation_A,50.4504751622705,30.51344532855514,32.95054101191999,32.313777021698044,52.733613763837326,90,26832
2025-09-06T07:01:22+00:00,Substation_A,50.44859584592076,30.51553652137328,37.351664052878576,38.23525585881186,43.8992916006793,90,28496
2025-09-06T07:01:27+00:00,Substation_A,50.44466203902667,30.51486488756039,42.588378243767224,41.479654760915544,34.84811148317649,90,35497
2025-09-06T07:01:32+00:00,Substation_A,50.44894517959928,30.520471892431175,26.81073367053188,29.815497863032693,47.62213589054781,90,20423
2025-09-06T07:01:37+00:00,Substation_A,50.4471983650456,30.520832299317032,26.737890449760602,26.55871595563588,47.80334049742719,90,22429
2025-09-06T07:01:42+00:00,Substation_A,50.45284596349561,30.51875512765846,23.455041638597667,23.706918625241883,50.28360575448339,90,18544
2025-09-06T07:01:47+00:00,Substation_A,50.449220549011194,30.521857694550857,25.05469184731768,24.109556944803277,49.651858662322184,90,20644
2025-09-06T07:01:52+00:00,Substation_A,50.44847331891425,30.515774223093356,23.790647248500978,25.641766602020724,46.2741230227206,90,21927
2025-09-06T07:01:57+00:00,Substation_A,50.4454446745155,30.520213845727838,21.945238087511413,21.67744787045741,51.89535583707412,90,17579
2025-09-06T07:01:07+00:00,Substation_B,49.84224962185035,24.030353737387102,27.41605902299288,26.305017159718524,49.5216179395359,75,11392
2025-09-06T07:01:12+00:00,Substation_B,49.83712713270636,24.026107310173362,30.595901276263774,30.103827308976353,42.268136204124986,75,14418
2025-09-06T07:01:17+00:00,Substation_B,49.84260280338293,24.02180008244392,35.311569838998174,34.00711584801766,46.469731508375254,75,15679
2025-09-06T07:01:22+00:00,Substation_B,49.85025942379808,24.02929556075377,33.89374751265908,31.071740911357494,47.563870620510464,75,15667
2025-09-06T07:01:27+00:00,Substation_B,49.83971738105979,24.032030219776328,29.411710879338152,30.943530334225752,43.48589873452604,75,13055
2025-09-06T07:01:32+00:00,Substation_B,49.840925955936356,24.03042188500559,37.01251463563149,39.41203966697346,33.64796197083873,75,16248
2025-09-06T07:01:37+00:00,Substation_B,49.84021133875009,24.028346001703092,40.28115785396828,43.24204887930914,41.75151166416084,75,16788
2025-09-06T07:01:42+00:00,Substation_B,49.838220284131005,24.033366008841735,42.66254650679079,42.93043192871708,49.01733675315651,75,19289
2025-09-06T07:01:47+00:00,Substation_B,49.84243414864428,24.026524678764172,26.883006565576075,29.472118326085983,50.62840482742537,75,12537
2025-09-06T07:01:52+00:00,Substation_B,49.84388535010691,24.02954998712577,25.235357727535046,24.898456614047795,50.05434492358824,75,11416
2025-09-06T07:01:57+00:00,Substation_B,49.83923557473494,24.031445869348584,28.439251296612248,30.078462672768424,49.10155700938355,75,13472
2025-09-06T07:01:07+00:00,Substation_C,48.61596761687282,22.30268553320963,26.30231440086699,27.815456186539038,46.69474156018897,60,8271
2025-09-06T07:01:12+00:00,Substation_C,48.613520628260645,22.296175022945256,27.770089841916924,26.379443310298935,47.74508032378298,60,8429
2025-09-06T07:01:17+00:00,Substation_C,48.62207453193028,22.2959677280362,27.75973213276651,27.512230597318744,50.904141204116044,60,8407
2025-09-06T07:01:22+00:00,Substation_C,48.61968700739626,22.30287476143797,27.99309403899302,31.530020979012946,46.89851952340407,60,8161
2025-09-06T07:01:27+00:00,Substation_C,48.62230251731763,22.298466986082314,27.284022879194023,28.68903454275896,51.27658086196475,60,6552
2025-09-06T07:01:32+00:00,Substation_C,48.61507614551291,22.298916031934272,27.62462530418169,31.567145369937258,46.77781223264386,60,8539
2025-09-06T07:01:37+00:00,Substation_C,48.615803228962065,22.30010304555408,32.06083355725731,34.657055217096094,47.476837354309865,60,9512
